1,1
1,121
1,142
1,181
1,301
1,322
2,2
2,3
2,4
2,5
2,6
2,7
2,13
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
2,48
2,49
2,138
2,152
2,153
2,154
2,156
2,157
2,158
2,159
2,160
2,163
2,182
2,183
2,184
2,185
2,186
2,187
2,193
2,196
2,197
2,198
2,199
2,200
2,201
2,202
2,203
2,228
2,229
2,318
2,332
2,333
2,334
2,336
2,337
2,338
2,339
2,340
2,343
3,8
3,9
3,36
3,39
3,40
3,41
3,42
3,47
3,51
3,52
3,53
3,54
3,55
3,56
3,100
3,101
3,102
3,115
3,168
3,188
3,189
3,216
3,219
3,220
3,221
3,222
3,227
3,231
3,232
3,233
3,234
3,235
3,236
3,280
3,281
3,282
3,284
3,295
3,348
4,10
4,37
4,38
4,43
4,44
4,45
4,57
4,58
4,59
4,60
4,78
4,84
4,86
4,99
4,105
4,106
4,108
4,109
4,113
4,114
4,147
4,148
4,167
4,169
4,178
4,179
4,180
4,190
4,191
4,205
4,217
4,218
4,223
4,224
4,225
4,237
4,239
4,240
4,258
4,262
4,264
4,266
4,279
4,285
4,286
4,288
4,289
4,293
4,294
4,327
4,328
4,347
4,349
4,358
4,359
4,360
5,11
5,46
5,50
5,95
5,96
5,116
5,117
5,127
5,136
5,137
5,143
5,146
5,226
5,230
5,275
5,276
5,296
5,297
5,307
5,316
5,317
5,323
5,326
6,12
6,25
6,26
6,28
6,74
6,75
6,79
6,81
6,123
6,125
6,128
6,129
6,139
6,172
6,192
6,206
6,255
6,259
6,303
6,305
6,309
6,319
6,352
7,14
7,15
7,29
7,63
7,73
7,77
7,80
7,82
7,83
7,85
7,89
7,91
7,92
7,97
7,98
7,111
7,133
7,144
7,145
7,149
7,170
7,171
7,194
7,195
7,209
7,238
7,242
7,243
7,253
7,254
7,257
7,260
7,261
7,263
7,265
7,269
7,271
7,272
7,273
7,277
7,278
7,291
7,313
7,324
7,325
7,329
7,342
7,350
7,351
7,357
8,24
8,103
8,104
8,107
8,124
8,173
8,174
8,175
8,204
8,283
8,287
8,304
8,353
8,354
8,355
9,30
9,31
9,32
9,33
9,34
9,35
9,61
9,62
9,64
9,65
9,66
9,67
9,68
9,69
9,70
9,71
9,72
9,76
9,87
9,88
9,90
9,93
9,94
9,118
9,119
9,120
9,126
9,130
9,131
9,132
9,134
9,150
9,151
9,155
9,161
9,162
9,164
9,165
9,176
9,177
9,210
9,211
9,212
9,213
9,214
9,215
9,241
9,244
9,245
9,246
9,247
9,248
9,249
9,250
9,251
9,252
9,256
9,267
9,268
9,270
9,274
9,298
9,299
9,300
9,306
9,308
9,310
9,311
9,312
9,314
9,330
9,331
9,335
9,341
9,344
9,345
9,356
10,27
10,140
10,141
10,207
10,208
10,320
10,321
11,122
11,135
11,302
11,315
12,110
12,112
12,166
12,290
12,292
12,346
